customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1607-NJUBZ,Female,0,Yes,Yes,47,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,55.02,2554.92,No
0790-ZFPBL,Male,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,177.44,No
1539-HKVFQ,Male,0,Yes,Yes,67,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.93,4125.47,No
3163-BFJJJ,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,212.24,Yes
5757-UCDIB,Female,0,No,No,59,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,52.79,3072.59,Yes
2495-RJEUO,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,116.92,1534.48,Yes
0509-ZFZLG,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,76.84,5445.72,Yes
4329-ZHXPV,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.79,1421.08,Yes
1882-FMFDH,Male,0,No,No,57,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.71,3968.47,No
4946-DAHQC,Male,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,53.13,1690.98,No
3593-NVCMF,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.8,1657.27,No
7655-CFZAL,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,61.11,867.69,Yes
6078-AUWCE,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),70.32,1612.53,No
9170-BYHLN,Male,0,No,No,49,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,50.02,2460.41,No
1677-YOTCT,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.41,2977.67,Yes
1686-LGZIL,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.49,866.61,Yes
2341-TOUFK,Female,1,No,Yes,60,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,4533.51,No
9336-IGDVO,Male,0,No,No,68,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.58,3394.84,No
0947-PPDYU,Male,0,Yes,Yes,61,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),71.7,4352.75,No
1004-HDUER,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,107.71,514.42,No
1131-FSBSX,Male,0,No,Yes,36,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.58,2703.78,Yes
7943-BUQFT,Male,0,No,No,64,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),61.53,3961.04,No
1298-PRVJU,Male,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.34,805.2,No
9571-VXKYM,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1268.91,No
6159-KKUHX,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,72.53,4818.07,No
9537-DRHTE,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,65.7,556.58,No
5331-ZILSD,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,497.23,Yes
3379-INRNY,Female,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.02,883.07,No
3402-QNFEI,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.66,2474.47,No
0303-CDZZC,Male,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,1343.78,No
4221-PXHQW,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,91.01,4195.37,No
2452-FYCHN,Female,1,Yes,No,41,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),59.4,2434.22,No
3778-BKYJU,Male,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.87,261.29,Yes
4272-ESEXY,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,64.52,940.87,Yes
4135-NQVLO,Female,0,No,No,14,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.38,825.69,Yes
0192-WOCFT,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,45.64,2421.63,No
0649-TJJDQ,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,479.16,No
7967-PTTFU,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,443.98,No
6569-FCKMG,Female,0,No,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,21.3,612.4,No
3772-ZNGCD,Male,0,Yes,No,71,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.73,5484.67,No
4659-PYQGR,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),42.47,2551.49,No
1058-XMMUR,Male,1,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),95.62,2239.65,No
2935-HHDOA,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.4,107.43,No
6944-KMLLA,Male,0,Yes,No,16,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,56.94,1056.55,No
4411-FPMPZ,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,64.49,1724.45,No
1879-EXNGO,Male,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.77,969.8,Yes
8246-LJXPY,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),96.54,609.31,No
9233-AQLQQ,Male,0,No,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),79.73,2997.93,No
1932-FUBVZ,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.8,578.27,Yes
8203-ZMAWQ,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.52,954.77,No
8006-ESLYQ,Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),118.4,7199.68,No
2340-MJMOY,Male,1,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,42.24,1662.73,No
9699-UYAMW,Female,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,78.63,1468.69,No
2981-LXHXG,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,96.83,1497.05,Yes
3351-RIEJU,Female,1,Yes,Yes,51,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.21,3605.47,Yes
4574-FVRZY,Female,0,No,No,37,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,45.61,1723.27,No
7415-OEFTN,Male,0,No,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.4,1060.3,Yes
3769-FTVAZ,Female,1,Yes,No,68,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,53.7,3660.65,No
0728-EEVMJ,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.84,2427.42,Yes
8786-PYGQQ,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),36.42,2212.75,No
7242-TJWZL,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,61.46,3265.27,No
0508-HURYW,Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.38,2064.25,No
7226-XZMTE,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.95,673.62,No
4611-NXIMZ,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),61.77,4010.38,No
8008-FSMXK,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.11,804.46,No
2041-FWPZI,Female,1,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,87.47,1965.03,No
4761-GBPMA,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,96.67,4600.96,Yes
5889-IVLZM,Female,1,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.04,1668.94,No
8340-UZHWL,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.45,215.11,No
5974-FZNLV,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.76,2748.67,No
4222-YYZZV,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.3,240.73,No
3053-AVXJY,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,77.38,5315.21,No
0498-CIBCK,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.54,2683.31,No
7447-EIGTJ,Male,1,No,Yes,13,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,43.73,604.39,No
0499-HUJPE,Male,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.18,1230.61,No
7587-LRVCZ,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.67,2176.24,No
0960-CWZJZ,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.89,4122.02,No
0892-IFKFS,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.45,138.98,No
1397-ZLSUO,Male,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.78,3263.88,No
3585-KMKSZ,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,54.22,141.28,No
6988-WFQHQ,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),60.85,1487.95,No
0253-GNRKC,Male,0,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.17,788.82,No
8947-ZKUAJ,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,111.78,4667.28,No
2259-OCLFJ,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.83,986.74,No
7578-ZSMBC,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),118.75,4828.44,No
1007-ULCBR,Male,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.96,1791.92,No
2836-ZTVUN,Male,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.47,127.04,No
2553-UTTCU,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),65.82,3725.09,No
7687-JEWEN,Female,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),103.98,4368.82,No
1917-DPJUU,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),76.08,1926.23,No
3986-PTPYY,Male,1,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.32,3734.65,Yes
5428-GDNYZ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,76.79,3219.99,No
6990-YBEUU,Male,0,No,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),57.52,121.83,Yes
8858-HVEVS,Male,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.79,2861.79,No
2815-ITJSE,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,71.49,3338.72,No
3538-RAFLO,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.01,5313.4,No
5311-PBUIW,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.92,4258.51,No
0402-PGQHA,Female,0,No,No,5,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),66.57,248.48,No
6865-NETDN,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,205.96,Yes
5205-HVUPV,Male,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,78.17,3035.5,No
8169-CQJXE,Female,1,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.26,1547.06,No
5730-BJIPW,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.69,1104.95,No
6283-QYICL,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.12,2558.99,No
4030-LTFXK,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),48.42,2564.57,No
4028-HYNTH,Male,1,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,68.61,204.62,No
4482-KYDOG,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.97,744.94,No
8397-BZCRI,Male,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.49,631.2,No
8148-UFHVZ,Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.94,1652.6,No
7183-LTZVA,Male,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.04,1056.03,Yes
2502-XCLNX,Female,0,No,No,22,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,56.84,1238.8,No
5068-BQTJQ,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,65.31,590.38,Yes
9836-SLATZ,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.43,516.29,Yes
1143-VTKED,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),73.91,1222.17,No
6079-YJMJO,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.1,2680.55,No
0949-DTESG,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.85,591.21,No
7451-ZCJXO,Male,0,No,No,36,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24.81,803.87,No
5630-KGVFJ,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,51.64,3528.65,Yes
3934-KQIJL,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),23.16,650.81,No
0810-IICBJ,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.37,3691.45,Yes
6325-QCTOZ,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),75.95,2132.63,No
4911-MBIVR,Male,0,No,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.3,3367.1,Yes
6138-QEHZH,Male,1,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.01,762.9,No
1810-YNGFD,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.18,1313.82,No
8143-AHQNJ,Female,0,Yes,Yes,20,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),69.98,1417.92,No
8965-LDXXD,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,35.02,1027.77,No
6622-KKDHR,Female,1,No,No,53,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.42,4412.24,Yes
2175-TGKCU,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),32.44,18.8,No
0826-MGXGV,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,97.35,3276.71,Yes
7918-VAMND,Male,1,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.96,3943.3,No
3942-RLKZO,Female,0,No,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,56.72,739.85,Yes
9013-UPNCW,Male,0,No,No,37,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,72.13,2686.91,No
5973-UIZSP,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.04,835.09,No
0804-TFABZ,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,53.72,3090.94,Yes
0185-RXOOQ,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,80.31,1927.39,Yes
1868-FKZYP,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,64.26,4193.24,No
6441-JFWAB,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,56.1,368.41,No
8415-TWDMC,Female,1,No,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),106.92,7337.87,No
3139-KKMSY,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),49.55,1849.1,No
8364-IORWE,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),69.5,105.09,Yes
4716-HYVTC,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.38,2389.27,Yes
3292-KBXBX,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),55.21,1728.21,No
5229-NVWMC,Male,0,No,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,66.19,2463.24,No
6682-AHOKO,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.49,3861.95,No
2900-TWIWL,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.3,818.95,No
6600-RYAYN,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.24,2356.16,Yes
0390-PYTUY,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),51.96,131.3,No
7233-GDUTA,Male,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.46,1105.94,No
1679-TTDCK,Male,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.97,4932.33,No
3200-ETJFL,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,31.97,No
6968-EDAYM,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.91,1626.5,No
3027-HQFNF,Female,1,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),75.26,4578.3,Yes
